Unnamed: 0,법인구분,고유번호,회사명,법인명,최초취득일자,출자목적,최초취득금액,기말잔액수량,기말잔액지분율,기말잔액장부가액
416,유가,156691,한국공항,메리츠증권,1999.05.01,단순투자,"1,264,000,000","411,240",0.07,"2,566,000,000"
417,코스닥,490151,파트론,큐에스아이,2009.06.03,단순투자,"28,794,000","14,585",0.00,"128,201,000"
418,유가,426086,티케이지휴켐스,삼성전자,2018.05.21,단순투자,"6,005,000,000","197,070",0.003,"10,898,000,000"
419,유가,426086,티케이지휴켐스,금호석유화학,2021.04.09,단순투자,"2,538,000,000","100,000",0.3,"12,600,000,000"
420,유가,102113,경인양행,네오세미테크,2000.09.01,단순투자,"12,000,000","60,000",0.12,-
421,유가,133858,세방전지,세방,2007.12.21,단순투자,"4,122,000,000","400,000",2.07,"11,920,000,000"
422,유가,133858,세방전지,우리금융지주,2016.04.21,단순투자,"7,766,000,000","1,067,831",0.15,"12,333,000,000"
423,유가,133858,세방전지,맥쿼리인프라,2022.05.24,단순투자,"4,973,000,000","354,143",0.09,"3,913,000,000"
424,유가,133858,세방전지,롯데리츠,2022.05.25,단순투자,"2,855,000,000","472,992",0.19,"1,887,000,000"
425,유가,133858,세방전지,제이알글로벌리츠,2022.05.24,단순투자,"3,483,000,000","614,430",0.31,"2,587,000,000"
426,유가,133858,세방전지,코람코에너지리츠,2022.05.24,단순투자,"3,519,000,000","519,727",0.59,"2,791,000,000"
427,유가,133858,세방전지,이리츠코크렙,2022.05.25,단순투자,"3,485,000,000","519,946",0.82,"2,704,000,000"
428,유가,133858,세방전지,NH프라임리츠,2022.05.25,단순투자,"1,022,000,000","199,657",1.07,"807,000,000"
429,유가,102858,고려아연,기업은행,2021.12.07,단순투자,"4,999,000,000",-,0,-
430,유가,102858,고려아연,신한지주,2021.12.07,단순투자,"4,977,000,000",-,0,-
431,유가,102858,고려아연,하나금융지주,2021.12.07,단순투자,"4,994,000,000",-,0,"1,000,000"
432,유가,102858,고려아연,한화,2022.11.24,단순투자,"156,918,000,000",-,0.00,"139,443,000,000"
433,유가,102858,고려아연,인터플렉스,2011.03.21,단순투자,"25,000,000,000","1,402,343",6.01,"12,804,000,000"
434,유가,126414,삼성제약,삼성전자,2021.10.18,단순투자,"692,000,000","10,000",-,"553,000,000"
435,유가,126414,삼성제약,카카오,2021.10.28,단순투자,"637,500,000","5,000",-,"265,500,000"
436,유가,126414,삼성제약,카카오게임즈,2021.11.23,단순투자,"413,500,000","4,000",-,"178,600,000"
437,코스닥,1234507,매일유업,NAVER,2021.06.30,단순투자,"3,970,971,000","11,200",0.0,"1,988,000,000"
438,코스닥,1234507,매일유업,카카오,2021.06.30,단순투자,"3,978,701,000","39,300",0.0,"2,086,830,000"
439,코스닥,1234507,매일유업,카카오뱅크,2021.09.30,단순투자,"2,949,953,000","59,000",0.0,"1,433,700,000"
440,코스닥,1234507,매일유업,대신증권,2021.12.28,단순투자,"4,926,310,000","234,000",0.3,"3,018,600,000"
441,코스닥,1234507,매일유업,NH투자증권,2021.12.28,단순투자,"4,961,567,000","366,000",0.1,"3,209,820,000"
442,코스닥,1234507,매일유업,BNK금융지주,2021.12.28,단순투자,"5,116,220,000","570,000",0.2,"3,705,000,000"
443,코스닥,1234507,매일유업,우리금융지주,2021.12.28,단순투자,"4,977,330,000","380,000",0.1,"4,389,000,000"
444,코스닥,1234507,매일유업,KB스타리츠,2022.07.04,단순투자,-,"408,163",0.4,"1,806,121,000"
445,유가,112059,상상인증권,카카오게임즈,2020.09.10,단순투자,"58,000,000",753,0.001,"34,000,000"
446,유가,112059,상상인증권,HPSP,2022.07.15,단순투자,"47,000,000","1,880",-,"101,000,000"
447,유가,112059,상상인증권,신라젠,2022.12.13,단순투자,"1,024,000,000","316,823",-,"2,208,000,000"
448,유가,112059,상상인증권,비투엔,2022.12.12,단순투자,"998,000,000","500,000",1.6,"990,000,000"
449,유가,112059,상상인증권,에이프로젠,2016.05.17,단순투자,"4,600,000,000","3,336,481",0.6,"1,908,000,000"
450,유가,112059,상상인증권,명신산업,2020.12.07,단순투자,"71,000,000","10,850",-,"155,000,000"
451,유가,112059,상상인증권,SK바이오사이언스,2021.03.18,단순투자,"195,000,000",-,-,-
452,유가,112059,상상인증권,엠투엔,2021.06.18,단순투자,"1,665,000,000",-,-,-
453,유가,119195,동화약품,뷰노,2020.07.03,단순투자,"3,000,000,000","225,000",2.01,"1,404,000,000"
454,코스닥,925587,위드텍,SK하이닉스,2022.02.09,단순투자,"36,090,000","8,000",0.00,"600,000,000"
455,코스닥,925587,위드텍,하이제7호스팩,2021.12.22,단순투자,"82,600,000","70,000",1.37,"141,400,000"
456,코스닥,925587,위드텍,키움제7호스팩,2022.10.06,단순투자,"31,550,000","60,000",1.46,"120,900,000"
457,코스닥,925587,위드텍,안지오랩,2020.10.05,단순투자,"335,767,000","76,000",2.80,"655,120,000"
458,코스닥,925587,위드텍,삼성전자,2021.01.28,단순투자,"1,128,050,000","9,500",0.00,"525,350,000"
459,코스닥,925587,위드텍,프럼파스트,2022.07.11,단순투자,"92,540,000","62,302",0.64,"223,353,000"
460,코스닥,925587,위드텍,신한제9호스팩,2022.07.19,단순투자,"10,705,000","80,000",1.76,"162,400,000"
461,코스닥,925587,위드텍,상상인제3호스팩,2022.05.25,단순투자,"56,999,000","78,000",1.47,"154,050,000"
462,코스닥,925587,위드텍,신영스팩7호,2022.06.02,단순투자,"54,775,000","70,000",1.63,"143,500,000"
463,코스닥,925587,위드텍,교보11호스팩,2021.12.22,단순투자,"103,520,000","70,000",1.58,"141,400,000"
464,코스닥,925587,위드텍,하나금융22호스팩,2022.05.31,단순투자,"86,162,000","70,000",1.16,"141,050,000"
465,코스닥,363510,소니드,메디콕스,2022.08.31,단순투자,"11,200,000,000","1,119,186",4.3,"3,777,000,000"
466,코스닥,440712,어반리튬,참엔지니어링,2022.04.12,단순투자,"49,000,000","30,000",0.05,"21,000,000"
467,코스닥,440712,어반리튬,LG전자,2021.02.24,단순투자,"171,000,000","1,000",0.00,"87,000,000"
468,코스닥,440712,어반리튬,바이오니아,2021.09.27,단순투자,"158,000,000","2,000",0.00,"59,000,000"
469,코스닥,440712,어반리튬,플레이그램,2022.04.05,단순투자,"440,000,000","180,000",0.20,"144,000,000"
