법인구분,고유번호,회사명,법인명,최초취득일자,출자목적,최초취득금액,기말잔액수량,기말잔액지분율,기말잔액장부가액
유가,00160418,한국프랜지공업,SK하이닉스,2000.01.07,단순투자,"301,000,000","820,000",0.00,"107,000,000"
코스닥,00101549,경동제약,삼성바이오로직스,2016.11.07,단순투자,"80,784,000","1,000",0.0,"451,500,000"
코스닥,00101549,경동제약,삼성전자,2018.02.13,단순투자,"224,303,000","10,000",0.0,"775,170,000"
코스닥,00101549,경동제약,대한항공,2018.04.17,단순투자,"141,614,000","46,000",0.0,"1,345,991,000"
코스닥,00101549,경동제약,환인제약,2020.04.06,단순투자,"130,095,000","197,000",1.1,"3,506,600,000"
코스닥,00101549,경동제약,SK하이닉스,2020.11.02,단순투자,"40,700,000","3,000",0.0,"327,500,000"
코스닥,00101549,경동제약,삼성물산,2020.11.02,단순투자,"55,000,000","26,000",0.0,"3,116,610,000"
코스닥,00101549,경동제약,SK이노베이션,2020.11.25,단순투자,"154,000,000","2,000",0.0,"453,150,000"
코스닥,00101549,경동제약,현대자동차,2020.10.27,단순투자,"836,500,000","6,000",0.0,"1,156,397,000"
코스닥,00101549,경동제약,유한양행,2021.01.29,단순투자,"88,220,000","23,000",0.0,"1,439,913,000"
코스닥,00101549,경동제약,롯데케미칼,2021.04.30,단순투자,"73,250,000","5,000",0.0,"1,108,870,000"
코스닥,00101549,경동제약,엔에이치스팩19호,2021.05.21,단순투자,"61,682,000","31,000",0.1,"63,687,000"
코스닥,00101549,경동제약,한국단자공업,2007.10.19,단순투자,"43,120,000","206,000",2.0,"15,732,297,000"
유가,00108940,대성홀딩스,서울도시가스,2009.06.01,단순투자,"29,950,000,000","1,130",22,"249,876,000,000"
유가,00101628,경방,CJ CGV,2020.11.26,단순투자,"39,000,000",-,-,-
유가,00101628,경방,메디톡스,2020.10.22,단순투자,"140,000,000","85,559",1,"12,312,000,000"
유가,00101628,경방,인트론바이오,2021.02.04,단순투자,"24,000,000","31,676",-,"667,000,000"
유가,00145880,현대제철,현대모비스,1978.11.01,단순투자,"28,788,000,000","5,504,846",5.79,"1,400,983,000,000"
유가,00145880,현대제철,HDC,2005.05.20,단순투자,"3,556,000,000","177,285",0.30,"1,853,000,000"
유가,00145880,현대제철,HDC현대산업개발,2005.05.20,단순투자,"4,968,000,000","247,714",0.38,"5,673,000,000"
유가,00174004,유성기업,LG유플러스,1996.07.11,단순투자,"442,000,000","85,000",0.019,"1,156,000,000"
코스닥,00985686,큐브엔터,코렌텍,2021.01.06,단순투자,"608,777,000","35,361",0.3,"427,868,000"
코스닥,00985686,큐브엔터,뉴지랩파마,2021.01.07,단순투자,"698,505,000","58,719",0.2,"675,269,000"
유가,00305668,새론오토모티브,현대모비스,2007.06.20,단순투자,"296,000,000","3,245",-,"826,000,000"
코스닥,00148595,제일테크노스,펨토바이오메드,2019.10.18,단순투자,"149,590,000","20,112",-,"362,016,000"
코스닥,00148595,제일테크노스,현대미포조선,2020.03.10,단순투자,"109,092,000","2,400",-,"168,000,000"
코스닥,00148595,제일테크노스,SK텔레콤,2020.03.10,단순투자,"299,983,000","6,134",-,"355,159,000"
코스닥,00148595,제일테크노스,DL이앤씨,2021.01.27,단순투자,"144,644,000","1,258",-,"149,702,000"
코스닥,00148595,제일테크노스,삼성물산,2021.02.09,단순투자,"404,250,000","3,000",-,"357,000,000"
코스닥,00148595,제일테크노스,한국조선해양,2021.04.13,단순투자,"596,545,000","4,420",-,"418,132,000"
코스닥,00148595,제일테크노스,SK스퀘어,2021.11.29,단순투자,"193,908,000","3,965",-,"263,276,000"
코스닥,00148595,제일테크노스,동방선기,2021.10.26,단순투자,"108,940,000","40,000",-,"129,400,000"
유가,00101433,경농,삼부토건,2004.09.01,단순투자,"3,450,000,000","23,490",-,"55,000,000"
유가,00101433,경농,대신증권,2007.03.07,단순투자,"401,000,000","18,340",-,"342,000,000"
기타,00138321,신한투자증권,라이프시맨틱스,2020.09.04,단순투자,"1,000,000,000",-,-,-
기타,00138321,신한투자증권,인벤티지랩,2020.12.30,단순투자,"494,000,000","47,000",0.73,"494,000,000"
기타,00138321,신한투자증권,지아이이노베이션,2021.01.05,단순투자,"461,000,000","30,000",12.67,"195,000,000"
기타,00138321,신한투자증권,아이티아이즈,2021.07.12,단순투자,"500,000,000",-,1.56,-
유가,00148920,조광페인트,대창단조,2014.11.25,단순투자,"1,482,968,000","249,840",-,"1,973,736,000"
유가,00159500,한국종합기술,한화손해보험,2008.03.27,단순투자,"91,000,000","31,859",0.03,"118,000,000"
유가,00159500,한국종합기술,케이프,2020.12.15,단순투자,"1,493,000,000","297,000",0.09,"1,399,000,000"
유가,00159500,한국종합기술,롯데렌탈,2021.08.19,단순투자,"55,000,000",934,0.01,"36,000,000"
코스닥,00545929,제넥신,지아이이노베이션,2021.06.08,단순투자,"5,000,000,000","151,515",0.76,"5,000,000,000"
코스닥,00111193,대양전기공업,다원시스,2017.02.21,단순투자,"28,000,000","3,117",-,"92,000,000"
유가,00139214,삼성화재해상보험,한국ANKOR유전,2013.05.31,단순투자,"4,120,000,000","1,000,000",1.43,"1,600,000,000"
유가,00139214,삼성화재해상보험,한국패러랠,2013.04.19,단순투자,"5,000,000,000","1,000,000",1.25,"2,135,000,000"
유가,00139214,삼성화재해상보험,SKC,2019.01.10,단순투자,"4,986,000,000","10,450",0.03,"1,824,000,000"
유가,00139214,삼성화재해상보험,DL건설,2020.07.01,단순투자,"2,112,000,000","84,462",0.38,"2,293,000,000"
유가,00139214,삼성화재해상보험,엔에이치스팩19호,2021.05.12,단순투자,"907,000,000","453,500",0.88,"936,000,000"
코스닥,00131504,서한,SK아이이테크놀로지,-,단순투자,"37,000,000",-,-,"17,000,000"
코스닥,00131504,서한,우리금융지주,-,단순투자,-,-,-,-
코스닥,00131504,서한,롯데렌탈,-,단순투자,-,"1,000",-,"35,000,000"
코스닥,00131504,서한,JB금융지주,-,단순투자,"3,091,000,000","300,000",-,"2,506,000,000"
코스닥,00210740,대화제약,삼성전자,2020.12.30,단순투자,"94,860,000","4,000",0.00,"313,200,000"
코스닥,00210740,대화제약,LG전자,2020.12.02,단순투자,"297,439,000","1,500",0.00,"207,000,000"
코스닥,00210740,대화제약,LG화학,2021.01.04,단순투자,"55,208,000",170,0.00,"104,550,000"
코스닥,00210740,대화제약,한화솔루션,2021.02.17,단순투자,"32,092,000","3,130",0.00,"111,115,000"
유가,00159193,한국전력공사,케이조선,2017.09.19,단순투자,"1,078,000,000","9,000",0.25,"1,078,000,000"
기타,00158909,하나은행,삼성전자,2019.01.03,단순투자,"98,000,000","290,000",0.24,"22,707,000,000"
기타,00158909,하나은행,현대모비스,2019.01.10,단순투자,"59,000,000",-,-,-
기타,00158909,하나은행,DB하이텍,2020.08.13,단순투자,"852,000,000",-,-,-
기타,00158909,하나은행,삼성에스디에스,2020.05.12,단순투자,"72,000,000",-,-,-
기타,00158909,하나은행,LG화학,2020.02.06,단순투자,"191,000,000",-,-,-
기타,00158909,하나은행,HDC현대산업개발,2020.11.24,단순투자,"212,000,000",-,-,-
기타,00158909,하나은행,녹십자,2020.12.28,단순투자,"364,000,000",-,-,-
기타,00158909,하나은행,한국금융지주,2020.12.22,단순투자,"313,000,000",-,-,-
기타,00158909,하나은행,태영건설,2021.02.18,단순투자,"292,000,000","80,000",20.57,"840,000,000"
기타,00158909,하나은행,코람코에너지리츠,2021.05.06,단순투자,"120,000,000","160,000",22.98,"1,038,000,000"
기타,00158909,하나은행,포스코인터내셔널,2021.10.20,단순투자,"338,000,000","85,000",6.89,"1,908,000,000"
기타,00158909,하나은행,신한지주,2021.10.28,단순투자,"389,000,000","41,000",0.79,"1,509,000,000"
기타,00158909,하나은행,NAVER,2021.11.18,단순투자,"409,000,000","5,000",0.30,"1,893,000,000"
기타,00158909,하나은행,삼성카드,2021.10.28,단순투자,"693,000,000","55,000",4.75,"1,733,000,000"
기타,00158909,하나은행,효성,2021.10.15,단순투자,"539,000,000","8,000",3.80,"758,000,000"
기타,00158909,하나은행,ESR켄달스퀘어리츠,2021.02.23,단순투자,"116,000,000","112,000",7.79,"706,000,000"
코스닥,00549891,케어젠,한국콜마,2015.04.06,단순투자,"46,000,000",16,-,"644,000,000"
코스닥,00549891,케어젠,에이블씨엔씨,2014.10.29,단순투자,"6,000,000",25,-,"163,000,000"
코스닥,00549891,케어젠,아모레퍼시픽,2017.08.24,단순투자,0,3,-,"491,000,000"
코스닥,00255044,현대에이치티,극동유화,2019.07.08,단순투자,"970,579,000","284,000",1,"1,121,800,000"
기타,00149293,신한은행,교보11호스팩,2021.12.20,단순투자,"50,000,000","200,000",5,"436,000,000"
기타,00149293,신한은행,더존비즈온,2021.09.23,단순투자,"72,758,000,000","620,000",2,"45,269,000,000"
기타,00149293,신한은행,롯데리츠,2019.10.30,단순투자,"1,000,000","1,990,000",1,0
기타,00149293,신한은행,맥쿼리인프라,2002.12.30,단순투자,"100,000,000,000","12,540,000",3,"8,864,000,000"
기타,00149293,신한은행,바이옵트로,2006.08.14,단순투자,0,0,0,0
기타,00149293,신한은행,삼성물산,2021.12.01,단순투자,"1,081,000,000","10,000",0,"1,190,000,000"
기타,00149293,신한은행,엔에이치스팩20호,2021.10.05,단순투자,"4,000,000","152,000",1,"1,677,000,000"
기타,00149293,신한은행,엔에이치스팩22호,2021.12.24,단순투자,"15,000,000","201,000",3,"426,000,000"
기타,00149293,신한은행,오로스테크놀로지,2019.07.29,단순투자,"494,000,000",0,0,"1,853,000,000"
기타,00149293,신한은행,이비테크,2001.04.12,단순투자,0,"120,000",4,"1,155,000,000"
기타,00149293,신한은행,하나금융19호스팩,2021.10.07,단순투자,"4,000,000","152,000",2,"500,000,000"
기타,00149293,신한은행,하이제7호스팩,2021.12.20,단순투자,"5,000,000","200,000",4,"422,000,000"
기타,00149293,신한은행,한솔제지,2017.03.22,단순투자,"3,125,000,000","151,000",1,0
기타,00149293,신한은행,CJ제일제당,2021.10.07,단순투자,"386,000,000","3,000",0,"1,008,000,000"
기타,00149293,신한은행,DB금융스팩8호,2020.12.09,단순투자,"163,000,000",0,0,0
기타,00149293,신한은행,LG,2021.11.22,단순투자,"1,095,000,000","13,000",0,"1,011,000,000"
기타,00149293,신한은행,SK텔레콤,2021.03.31,단순투자,0,"105,000",0,"6,080,000,000"
기타,00124106,부산은행,카카오뱅크,2021.08.06,단순투자,"745,000,000","19,100",-,"1,127,000,000"
기타,00386937,국민은행,대우조선해양,2017.06.28,단순투자,-,"1,090,000",1.02,"25,125,000,000"
유가,00296290,키움증권,우리금융지주,2016.12.08,단순투자,"351,520,000,000","27,040,000",4,"343,408,000,000"
유가,00296290,키움증권,와이즈버즈,2017.12.29,단순투자,"3,995,000,000","1,918,690",4,"3,339,000,000"
유가,00896285,삼양사,일신방직,2011.11.01,단순투자,"9,000,000","2,926",0.12,"313,000,000"
유가,00896285,삼양사,LG유플러스,2014.11.01,단순투자,"4,384,000,000","565,700",0.13,"7,694,000,000"
유가,00896285,삼양사,동원산업,2014.11.01,단순투자,"8,640,000,000","75,102",2.23,"17,048,000,000"
유가,00896285,삼양사,코엔텍,2014.11.01,단순투자,"2,261,000,000","634,280",1.27,"5,467,000,000"
유가,00896285,삼양사,태영건설,2016.01.01,단순투자,"1,621,000,000","324,838",0.84,"3,411,000,000"
유가,00896285,삼양사,티와이홀딩스,2020.09.22,단순투자,"1,681,000,000","313,161",0.84,"8,831,000,000"
코스닥,00453929,메디포스트,인트론바이오,2020.09.11,단순투자,"1,000,000,000","61,530",0.18,"1,295,000,000"
코스닥,01074862,메가스터디교육,한국전력공사,2021.01.19,단순투자,"327,516,000","14,082",0.0,"311,212,000"
코스닥,01074862,메가스터디교육,한국가스공사,2021.02.08,단순투자,"126,522,000","3,802",0.0,"148,658,000"
유가,00174527,화성산업,DGB금융지주,2013.12.24,단순투자,"927,000,000","60,000",0.04,"567,000,000"
유가,00174527,화성산업,현대그린푸드,1993.03.30,단순투자,"2,367,000,000","80,000",0.08,"686,000,000"
유가,00117601,유안타증권,제이시스메디칼,2021.03.31,단순투자,"215,000,000",-,-,-
유가,00117577,오리온홀딩스,지노믹트리,2021.08.05,단순투자,-,"341,000",1.71,"4,539,000,000"
유가,00153755,태양금속공업,풍강,2018.06.20,단순투자,"970,000,000",-,-,-
유가,00153755,태양금속공업,삼부토건,2021.02.03,단순투자,"38,000,000","10,479",-,"24,000,000"
유가,00126371,삼성전기,솔루엠,2015.11.16,단순투자,"2,325,000,000","4,650,000",9.3,"104,393,000,000"
유가,00133511,SG세계물산,모비데이즈,2021.08.27,단순투자,"500,000,000","20,979",0.00,"500,000,000"
유가,00133511,SG세계물산,SK이노베이션,2020.09.28,단순투자,"496,000,000",-,-,-
유가,00133511,SG세계물산,SK하이닉스,2021.02.01,단순투자,"1,053,000,000","10,000",0.00,"1,310,000,000"
유가,00133511,SG세계물산,대웅,2021.01.12,단순투자,"2,318,000,000","52,343",0.00,"1,625,000,000"
유가,00133511,SG세계물산,삼성전자,2020.08.27,단순투자,"6,118,000,000","83,250",0.00,"6,518,000,000"
유가,00133511,SG세계물산,삼성SDI,2020.09.28,단순투자,"256,000,000",600,0.00,"393,000,000"
유가,00133511,SG세계물산,삼성물산,2021.01.08,단순투자,"501,000,000","3,500",0.00,"417,000,000"
유가,00133511,SG세계물산,SK,2021.08.17,단순투자,"1,046,000,000","3,800",0.00,"954,000,000"
유가,00133511,SG세계물산,강원랜드,2021.07.21,단순투자,"998,000,000","39,000",0.00,"938,000,000"
유가,00133511,SG세계물산,NAVER,2021.06.23,단순투자,"478,000,000","1,500",0.00,"568,000,000"
유가,00133511,SG세계물산,신한지주,2021.07.22,단순투자,"1,015,000,000","27,000",0.00,"993,000,000"
유가,00133511,SG세계물산,대웅제약,2021.01.12,단순투자,"1,624,000,000","10,600",0.00,"1,569,000,000"
유가,00133511,SG세계물산,한미약품,2021.07.21,단순투자,"1,000,000,000","3,000",0.00,"828,000,000"
유가,00126256,삼성생명,DGB금융지주,2011.06.07,단순투자,"81,852,000,000","5,663,000",3.35,"53,116,000,000"
유가,00126256,삼성생명,한국패러랠,2013.04.19,단순투자,"12,735,000,000","3,000,000",3.75,"6,405,000,000"
유가,00126256,삼성생명,한국ANKOR유전,2012.03.08,단순투자,"7,146,000,000","1,960,000",2.80,"3,136,000,000"
유가,00126256,삼성생명,SK텔레콤,2017.12.14,단순투자,"2,990,000,000",-,-,-
코스닥,00244783,한네트,삼성전자,2021.01.04,단순투자,"1,746,000,000","20,979",0.00,"1,643,000,000"
코스닥,00244783,한네트,LG화학,2021.01.04,단순투자,"1,049,000,000","1,130",0.00,"695,000,000"
기타,00161408,케이비캐피탈,웨이버스,2017.12.22,단순투자,"500,000,000","8,334",1.85,"511,000,000"
코스닥,00226866,인탑스,플라즈맵,2021.10.06,단순투자,"1,000,006,000","70,582",0.90,"1,000,006,000"
유가,00635134,CJ제일제당,고바이오랩,2019.02.27,단순투자,"1,000,000,000","213,600",1.38,"4,400,000,000"
유가,00164742,현대자동차,오토앤,2012.01.30,단순투자,"123,000,000","1,029,840",10.39,"123,000,000"
유가,00164742,현대자동차,한국조선해양,2000.12.27,단순투자,"42,443,000,000",-,-,-
유가,00164742,현대자동차,현대그린푸드,2007.02.02,단순투자,"15,005,000,000","2,307,700",2.36,"20,077,000,000"
유가,00164742,현대자동차,케이티,2009.06.01,단순투자,"8,655,000,000","240,091",0.09,"7,443,000,000"
기타,00101257,경남기업,HMM,2021.05.04,단순투자,"4,000,000,000","112,934",0.03,"3,806,000,000"
코스닥,00624509,디바이스이엔지,유바이오로직스,2021.07.08,단순투자,"396,000,000",-,-,-
코스닥,00526836,미래나노텍,럭스피아,2013.04.17,단순투자,"613,000,000","861,417",12,"3,799,000,000"
코스닥,00526836,미래나노텍,인바이오,2016.03.08,단순투자,"1,500,000,000","37,500",5,"1,800,000,000"
기타,00689418,지유온,이엠앤아이,2019.11.08,단순투자,"1,695,000,000","84,741",0.5,-
기타,00159874,한국컴퓨터지주,삼성전자,2021.05.14,단순투자,-,"125,000",0.00,"9,803,000,000"
코스닥,00155452,풍국주정,DL이앤씨,2021.04.12,단순투자,"500,000,000","3,932",0.0,"468,000,000"
코스닥,00155452,풍국주정,DL,2021.04.16,단순투자,"366,000,000","4,108",0.0,"250,000,000"
코스닥,00155452,풍국주정,남양유업,2021.06.03,단순투자,"300,000,000",479,0.0,"195,000,000"
코스닥,00155452,풍국주정,제주항공,2015.11.06,단순투자,"2,000,000",101,0.0,"2,000,000"
유가,00164973,현대해상,카카오게임즈,2021.10.06,단순투자,"309,000,000","4,400",0.0,"400,000,000"
유가,00164973,현대해상,키움증권,2021.10.20,단순투자,"262,000,000","2,423",0.0,"259,000,000"
유가,00164973,현대해상,CJ ENM,2021.09.01,단순투자,"414,000,000","2,800",0.0,"389,000,000"
유가,00164973,현대해상,삼성에스디에스,2021.07.07,단순투자,"205,000,000","1,300",0.0,"203,000,000"
유가,00164973,현대해상,삼성전기,2021.12.17,단순투자,"396,000,000","2,200",0.0,"435,000,000"
코스닥,00406329,루멘스,비상교육,2013.11.22,단순투자,"3,882,000,000",-,-,-
코스닥,00406329,루멘스,티엘아이,2018.05.15,단순투자,"1,998,000,000",-,-,-
코스닥,00406329,루멘스,오디텍,2018.12.27,단순투자,"970,000,000",-,-,-
유가,00413046,셀트리온,바이오톡스텍,2009.07.28,단순투자,"2,025,000,000","1,631,134",11.12,"13,081,695,000"
유가,00111722,미래에셋증권,경남기업,2016.06.30,단순투자,"297,000,000","5,455",1.34,"264,507,236"
코스닥,00305297,코텍,비에이치,2018.04.13,단순투자,"5,006,005,000","225,700",0.7,"5,236,240,000"
코스닥,00305297,코텍,ISC,2018.05.30,단순투자,"3,000,463,000","190,740",1.2,"6,742,659,000"
코스닥,00305297,코텍,쿠콘,2019.02.20,단순투자,"2,047,783,000","88,316",1.1,"8,014,677,000"
기타,00260356,산은캐피탈,와이팜,2016.01.08,단순투자,0,0,0,0
기타,00260356,산은캐피탈,이비테크,2005.12.21,단순투자,"79,000,000","150,000",0,"480,000,000"
기타,00260356,산은캐피탈,에이치엔에스하이텍,2014.04.01,단순투자,"1,000,000,000","50,000",0,"352,000,000"
기타,00260356,산은캐피탈,엔켐,2016.05.10,단순투자,0,0,0,0
기타,00260356,산은캐피탈,피엔에이치테크,2016.05.03,단순투자,0,0,0,0
기타,00260356,산은캐피탈,큐라클,2018.10.05,단순투자,0,0,0,0
기타,00260356,산은캐피탈,브이씨,2018.11.15,단순투자,"1,000,000,000","125,000",0,"892,000,000"
기타,00260356,산은캐피탈,피엔에이치테크,2019.06.07,단순투자,0,0,0,0
기타,00260356,산은캐피탈,나노씨엠에스,2019.06.07,단순투자,0,0,0,0
기타,00260356,산은캐피탈,큐라클,2019.10.25,단순투자,0,0,0,0
기타,00260356,산은캐피탈,올리패스,2020.11.30,단순투자,"3,000,000,000","312,499",0,"2,888,000,000"
기타,00260356,산은캐피탈,태성,2017.09.29,단순투자,"1,000,000,000","200,000",0,"971,000,000"
기타,00260356,산은캐피탈,다원넥스뷰,2019.11.29,단순투자,"1,413,000,000","187,500",0,"530,000,000"
기타,00260356,산은캐피탈,알비더블유,2020.02.26,단순투자,0,0,0,0
기타,00260356,산은캐피탈,키움증권,2018.02.21,단순투자,0,0,0,0
기타,00260356,산은캐피탈,알비더블유,2020.02.26,단순투자,0,0,0,0
기타,00260356,산은캐피탈,다이노나,2000.08.30,단순투자,0,0,0,0
기타,00260356,산은캐피탈,엔비티,2015.05.06,단순투자,0,0,0,0
기타,00260356,산은캐피탈,크로넥스,2016.08.12,단순투자,"1,000,000,000","182,370",0,"68,000,000"
기타,00260356,산은캐피탈,원바이오젠,2017.11.06,단순투자,0,0,0,0
기타,00260356,산은캐피탈,오로스테크놀로지,2019.03.29,단순투자,0,0,0,0
기타,00260356,산은캐피탈,인벤티지랩,2020.02.21,단순투자,"2,000,000,000","158,328",0,"2,000,000,000"
기타,00260356,산은캐피탈,인벤티지랩,2021.07.15,단순투자,"1,000,000,000","40,000",0,"1,000,000,000"
코스닥,00235183,에이치케이,비츠로셀,2021.12.08,단순투자,"313,000,000","21,000",-,"307,000,000"
코스닥,00235183,에이치케이,삼성SDI,2020.06.03,단순투자,"746,000,000",-,-,-
코스닥,00235183,에이치케이,삼성전자,2021.08.13,단순투자,"2,287,000,000","30,000",-,"2,349,000,000"
유가,00404701,한국자산신탁,삼성SDI,2020.02.07,단순투자,"2,229,000,000","2,634",0.00,"1,725,000,000"
유가,00404701,한국자산신탁,삼성전기,2021.01.05,단순투자,"53,000,000","11,070",0.01,"2,186,000,000"
유가,00124197,세아제강지주,한진중공업홀딩스,2007.08.31,단순투자,"332,000,000","108,000,000",0.37,"450,000,000"
유가,00124197,세아제강지주,HJ중공업,2002.05.24,단순투자,"2,022,000,000","87,407,000",0.08,"703,000,000"
유가,00177199,디씨엠,이마트,2021.03.16,단순투자,"534,000,000","5,000",-,"755,000,000"
유가,00177199,디씨엠,동일금속,2021.04.06,단순투자,"372,000,000","39,816",-,"573,000,000"
유가,00177199,디씨엠,동일산업,2014.10.28,단순투자,"1,939,000,000","248,392",-,"37,010,000,000"
유가,00177199,디씨엠,고려제강,2020.03.17,단순투자,"61,000,000","4,922",-,"96,000,000"
유가,00177199,디씨엠,와이엔텍,2014.12.03,단순투자,"400,000,000","78,000",-,"839,000,000"
유가,00177199,디씨엠,현대백화점,2017.03.27,단순투자,"380,000,000",-,-,-
유가,00177199,디씨엠,하나금융지주,2019.09.17,단순투자,"179,000,000",-,-,-
유가,00177199,디씨엠,키움증권,2021.03.16,단순투자,"336,000,000","3,000",-,"321,000,000"
유가,00177199,디씨엠,농심홀딩스,2021.01.15,단순투자,"193,000,000","2,500",-,"190,000,000"
유가,01262458,동아타이어,삼성전자,2020.08.13,단순투자,"4,096,716,000","228,000",0.01,"17,884,503,000"
유가,01262458,동아타이어,삼성물산,2020.11.17,단순투자,"999,533,000","41,000",0.02,"4,824,260,000"
유가,01262458,동아타이어,LG전자,2021.01.22,단순투자,"990,370,000","18,000",0.01,"2,525,400,000"
유가,01262458,동아타이어,한국금융지주,2021.03.29,단순투자,"999,076,000","59,000",0.10,"4,774,212,000"
유가,01262458,동아타이어,금호석유화학,2021.05.18,단순투자,"999,518,000","4,000",0.01,"695,540,000"
유가,00124726,빙그레,크라운해태홀딩스,2009.12.14,단순투자,"3,638,000,000","1,139,000",7.7,"9,773,000,000"
유가,00124726,빙그레,크라운제과,2017.04.11,단순투자,"1,874,000,000","66,000",0.5,"608,000,000"
유가,00124726,빙그레,케이티,1999.01.04,단순투자,"395,000,000","5,000",0.0,"153,000,000"
코스닥,00663669,폴라리스우노,펩트론,2014.02.10,단순투자,"999,999,000","132,853",0.64,"1,474,668,000"
코스닥,00663669,폴라리스우노,올리패스,2014.10.16,단순투자,"516,425,000","198,564",0.78,"1,824,803,000"
코스닥,00663669,폴라리스우노,서남,2016.06.10,단순투자,"2,000,010,000","464,446",2.25,"1,767,217,000"
유가,00117212,두산,인피니트헬스케어,2018.06.01,단순투자,"107,000,000","14,970",0.06,"107,000,000"
코스닥,00306162,상상인,엠투엔,2021.06.18,단순투자,"26,277,000,000","1,950,343",0,"22,917,000,000"
코스닥,00306162,상상인,우리기술,2021.12.16,단순투자,"4,758,000,000","2,343,750",0,"3,879,000,000"
코스닥,00306162,상상인,에이프로젠,2016.05.17,단순투자,"4,600,000,000","333,333",1,"7,869,000,000"
코스닥,00306162,상상인,SK바이오사이언스,2021.03.18,단순투자,"195,000,000","3,000",-,"675,000,000"
유가,00127042,삼양통상,GS,2019.05.30,단순투자,"1,909,000,000","560,000",-,"21,896,000,000"
유가,00127042,삼양통상,삼성바이오로직스,2021.12.06,단순투자,"4,449,000,000","8,000",-,"6,772,000,000"
유가,00127042,삼양통상,덕산네오룩스,2021.11.15,단순투자,"52,000,000","25,000",-,"1,408,000,000"
유가,00127042,삼양통상,BNK금융지주,2019.12.04,단순투자,"854,000,000","730,000",-,"6,132,000,000"
유가,00127042,삼양통상,삼성생명,2020.10.21,단순투자,"2,294,000,000","120,000",-,"7,692,000,000"
유가,00127042,삼양통상,KB금융,2020.10.22,단순투자,"5,165,000,000","119,000",-,"6,545,000,000"
유가,00127042,삼양통상,삼성SDI,2020.12.24,단순투자,"6,280,000,000","12,000",-,"7,598,000,000"
유가,00127042,삼양통상,카카오,2021.01.18,단순투자,"4,530,000,000","117,000",-,"13,163,000,000"
유가,00127042,삼양통상,한전기술,2021.11.08,단순투자,"199,000,000","14,000",-,"1,190,000,000"
유가,00112332,미래에셋생명,맵스리얼티1,2007.01.16,단순투자,"64,365,000,000","13,638,000",14.69,"63,758,000,000"
