법인구분,고유번호,회사명,법인명,최초취득일자,출자목적,최초취득금액,기말잔액수량,기말잔액지분율,기말잔액장부가액
유가,00108940,대성홀딩스,서울도시가스,2009.06.01,단순투자,"29,950,000,000","1,130",22,"248,601,000,000"
유가,00174004,유성기업,LG화학,2013.07.04,단순투자,"370,000,000",-,-,-
유가,00305668,새론오토모티브,현대모비스,2007.06.20,단순투자,"296,000,000","3,245",　-,"829,000,000"
